2.5e-05,0.0,-0.0,0.0,-0.0
0.020349,10.0,12.0,0.569677,0.683684
0.040241,37.0,40.0,1.450652,1.50438
0.060247,71.0,78.0,1.868068,2.087736
0.080252,111.0,121.0,2.184005,2.347922
0.100256,155.0,170.0,2.380525,2.651039
0.12026,201.0,221.0,2.51374,2.786833
0.140265,248.0,273.0,2.567359,2.840625
0.160268,296.0,327.0,2.620805,2.948259
0.180451,345.0,381.0,2.676609,2.949732
0.200719,392.0,434.0,2.662634,3.002389
0.220624,442.0,491.0,2.695004,3.072608
0.240628,491.0,546.0,2.68439,3.01294
0.260732,541.0,602.0,2.736567,3.065109
0.280634,591.0,658.0,2.717382,3.043468
0.300636,641.0,713.0,2.7444,3.018689
0.320639,691.0,769.0,2.732053,3.060052
0.340645,741.0,825.0,2.730688,3.05837
0.360649,791.0,880.0,2.730961,3.004057
0.38028,841.0,936.0,2.730824,3.05837
0.400315,893.0,993.0,2.767998,3.034151
0.420319,944.0,1049.0,2.781133,3.053945
0.440767,992.0,1102.0,2.731603,3.015674
0.460673,1044.0,1159.0,2.778416,3.046018
0.485664,1094.0,1214.0,2.730688,3.003757
0.499933,1156.0,1282.0,2.790548,3.060601
0.520099,1194.0,1324.0,2.734938,3.022627
0.54011,1245.0,1380.0,2.759928,3.030509
0.560113,1296.0,1435.0,2.785023,3.003606
0.600031,1397.0,1546.0,2.715492,3.041351
0.620136,1447.0,1601.0,2.756164,3.031781
0.640038,1498.0,1657.0,2.770627,3.042258
0.660144,1549.0,1712.0,2.800695,3.020357
0.680045,1600.0,1768.0,2.770903,3.04256
0.700052,1650.0,1823.0,2.745503,3.020205
0.720065,1701.0,1878.0,2.784884,3.003306
0.740069,1751.0,1934.0,2.727145,3.054402
0.760172,1802.0,1989.0,2.785162,3.003456
0.78036,1853.0,2046.0,2.743628,3.066558
0.80063,1902.0,2099.0,2.775075,3.001456
0.820633,1953.0,2155.0,2.74904,3.018553
0.840638,2004.0,2210.0,2.785997,3.004507
0.86064,2055.0,2266.0,2.785301,3.058523
0.880542,2105.0,2321.0,2.730961,3.004057
0.900646,2156.0,2376.0,2.800695,3.020205
0.92055,2207.0,2432.0,2.771454,3.043316
0.940658,2257.0,2487.0,2.744676,3.018992
0.96056,2309.0,2542.0,2.824673,2.987635
0.980292,2359.0,2598.0,2.745503,3.075118
1.000225,2412.0,2654.0,2.807556,2.966474
1.020227,2462.0,2709.0,2.740822,3.014904
1.040233,2513.0,2765.0,2.786276,3.059287
1.060235,2564.0,2820.0,2.785162,3.003757
1.08024,2615.0,2875.0,2.785719,3.004207
1.100241,2666.0,2930.0,2.78544,3.003757
1.12025,2717.0,2986.0,2.785719,3.058829
1.140251,2768.0,3041.0,2.784745,3.003156
1.160255,2819.0,3096.0,2.786555,3.005258
1.180437,2870.0,3151.0,2.78558,3.003907
1.200706,2919.0,3205.0,2.775506,3.058721
1.220611,2971.0,3261.0,2.803772,3.019447
1.240656,3021.0,3316.0,2.744125,3.018689
1.260619,3073.0,3371.0,2.834392,2.997915
1.280621,3124.0,3426.0,2.791438,3.010224
1.300625,3175.0,3482.0,2.786415,3.059593
1.320628,3226.0,3537.0,2.784606,3.003156
1.340634,3277.0,3592.0,2.785858,3.004357
1.360636,3328.0,3647.0,2.785162,3.003606
1.380269,3378.0,3702.0,2.731643,3.004657
1.400747,3429.0,3757.0,2.838775,3.061268
1.420652,3481.0,3813.0,2.773671,2.987176
1.440655,3531.0,3868.0,2.744676,3.019295
1.460658,3582.0,3923.0,2.785719,3.004057
1.480661,3633.0,3978.0,2.78558,3.004207
1.500666,3684.0,4034.0,2.785858,3.058981
1.520667,3735.0,4089.0,2.78544,3.003907
1.540675,3786.0,4144.0,2.785997,3.004357
1.565648,3837.0,4199.0,2.784328,3.002706
1.580112,3900.0,4266.0,2.838128,3.017953
1.600103,3939.0,4309.0,2.769886,3.054771
1.620109,3991.0,4364.0,2.841051,3.004958
1.640115,4042.0,4419.0,2.784606,3.002856
1.660026,4093.0,4474.0,2.785301,3.003907
1.680132,4144.0,4529.0,2.795638,3.014753
1.700036,4195.0,4585.0,2.771592,3.043468
1.720142,4246.0,4639.0,2.799148,2.963655
1.740042,4297.0,4695.0,2.771178,3.043014
1.760146,4348.0,4750.0,2.800554,3.020053
1.78023,4399.0,4806.0,2.772005,3.043921
1.800065,4451.0,4861.0,2.828046,2.991053
1.82007,4501.0,4916.0,2.752278,3.027506
1.840176,4553.0,4971.0,2.839773,3.003606
1.860181,4604.0,5027.0,2.742683,3.011721
1.880184,4655.0,5082.0,2.785301,3.003757
1.90019,4706.0,5137.0,2.785719,3.004207
1.920192,4757.0,5192.0,2.785162,3.003456
1.940198,4808.0,5247.0,2.786276,3.004958
1.9602,4859.0,5303.0,2.785023,3.057912
