2.5e-05,0.0,-0.0,0.0,-0.0
0.099844,75.0,77.0,3.196156,3.281419
0.200947,344.0,357.0,11.68589,12.16363
0.300435,661.0,688.0,13.88005,14.49319
0.400815,975.0,1011.0,13.72629,14.11972
0.500495,1274.0,1324.0,13.07018,13.68203
0.600893,1582.0,1650.0,13.46185,14.24858
0.700771,1911.0,1996.0,14.34571,15.08683
0.801405,2251.0,2351.0,14.81073,15.46446
0.900811,2588.0,2704.0,14.79755,15.4998
1.001538,2927.0,3058.0,14.76555,15.41905
1.101186,3268.0,3413.0,14.89034,15.50183
1.201562,3608.0,3771.0,14.87833,15.66601
1.301235,3948.0,4130.0,14.85202,15.68198
1.401603,4288.0,4490.0,14.86197,15.7362
1.501268,4629.0,4851.0,14.90717,15.78149
1.601672,4969.0,5214.0,14.87208,15.87813
1.701296,5310.0,5577.0,14.89481,15.85576
1.80167,5651.0,5942.0,14.90657,15.95556
1.901525,5992.0,6307.0,14.87504,15.92212
2.001704,6333.0,6670.0,14.93704,15.90072
2.1009,6693.0,7055.0,14.9645,16.0037
2.201202,7015.0,7400.0,14.91404,15.97932
2.300881,7356.0,7766.0,14.93255,16.026991
2.401361,7699.0,8134.0,14.96244,16.05315
2.500919,8041.0,8502.0,14.94879,16.085409
2.60105,8382.0,8870.0,14.93569,16.11764
2.70116,8724.0,9239.0,14.9203,16.098539
2.801665,9067.0,9609.0,14.959,16.13686
2.901322,9410.0,9977.0,14.9946,16.087339
3.001897,9756.0,10346.0,15.11034,16.114941
3.101343,10104.0,10715.0,15.23222,16.151409
3.201725,10450.0,11083.0,15.12348,16.085091
3.3014,10794.0,11448.0,15.03757,15.9554
3.401262,11135.0,11813.0,14.95052,16.00292
3.501443,11478.0,12180.0,14.94454,15.99022
3.601835,11819.0,12546.0,14.90762,16.000389
3.701479,12161.0,12913.0,14.9624,16.05615
3.801679,12504.0,13282.0,14.98097,16.11655
3.901429,12847.0,13650.0,14.9922,16.08493
4.002002,13190.0,14018.0,14.96408,16.05459
4.106799,13532.0,14386.0,14.97874,16.1178
4.201266,13874.0,14752.0,15.05096,16.106039
4.301128,14217.0,15122.0,14.97663,16.156521
4.401342,14559.0,15490.0,14.96016,16.097481
4.500985,14902.0,15859.0,14.9949,16.13154
4.60139,15245.0,16228.0,14.99175,16.128151
4.701251,15588.0,16597.0,14.96557,16.09951
4.801652,15930.0,16965.0,14.96136,16.08107
4.901444,16273.0,17334.0,14.97543,16.128799
