2.5e-05,0.0,-0.0,0.0,-0.0
0.100441,67.0,68.0,2.8576,2.900251
0.200598,361.0,371.0,12.7807,13.17194
0.300789,683.0,702.0,14.10265,14.49683
0.401176,921.0,936.0,10.34772,10.17381
0.501031,1065.0,1076.0,6.317217,6.141739
0.601153,1218.0,1238.0,6.680005,7.072946
0.701478,1451.0,1485.0,10.15416,10.76439
0.801141,1729.0,1774.0,12.18571,12.66788
0.901334,1987.0,2042.0,11.27491,11.7118
1.001173,2203.0,2268.0,9.435683,9.87252
1.101554,2411.0,2491.0,9.075967,9.730482
1.201385,2654.0,2749.0,10.62045,11.27614
1.301336,2928.0,3037.0,12.00039,12.61343
1.401072,3200.0,3322.0,11.88898,12.45708
1.501452,3454.0,3588.0,11.11399,11.63917
1.601196,3701.0,3850.0,10.79765,11.45337
1.701471,3964.0,4129.0,11.48044,12.17887
1.801332,4245.0,4424.0,12.30167,12.91431
1.901523,4529.0,4722.0,12.40394,13.0158
2.001376,4807.0,5013.0,12.14978,12.71793
2.100798,5096.0,5315.0,12.038,12.57951
2.200406,5360.0,5593.0,12.27108,12.92181
2.300971,5650.0,5898.0,12.63331,13.28663
2.4008,5944.0,6206.0,12.84892,13.46077
2.500994,6237.0,6514.0,12.80867,13.46441
2.600857,6530.0,6822.0,12.80816,13.46373
2.70116,6826.0,7132.0,12.92767,13.53911
2.801141,7126.0,7446.0,13.10354,13.71532
2.90123,7428.0,7763.0,13.18853,13.84331
3.001,7733.0,8082.0,13.33273,13.94472
3.101352,8039.0,8402.0,13.3913,14.00397
3.201026,8347.0,8722.0,13.4737,13.99879
3.301212,8655.0,9045.0,13.46508,14.12099
3.401249,8965.0,9370.0,13.52614,14.18021
3.501368,9277.0,9697.0,13.63831,14.29414
3.601286,9593.0,10026.0,13.82298,14.39164
3.701468,9911.0,10356.0,13.88462,14.40886
3.801307,10228.0,10685.0,13.87644,14.40144
3.90151,10547.0,11016.0,13.92843,14.45252
4.001263,10867.0,11348.0,13.98829,14.513
4.106784,11188.0,11681.0,14.04619,14.57128
4.201112,11512.0,12014.0,14.19593,14.58983
4.301284,11836.0,12349.0,14.16017,14.64121
4.401148,12160.0,12683.0,14.17363,14.61124
4.501334,12484.0,13019.0,14.16343,14.68756
4.601196,12810.0,13356.0,14.23662,14.71729
4.701401,13137.0,13695.0,14.294,14.8184
4.801566,13465.0,14034.0,14.33642,14.81722
4.901674,13794.0,14375.0,14.34843,14.87193
5.001487,14122.0,14715.0,14.33943,14.8639
5.101719,14450.0,15055.0,14.34761,14.87267
5.201449,14781.0,15397.0,14.47001,14.95089
5.301573,15113.0,15741.0,14.5014,15.0257
5.400867,15443.0,16082.0,14.51044,14.99397
5.501754,15777.0,16427.0,14.51394,14.99194
5.601616,16110.0,16771.0,14.55875,15.03982
5.701812,16444.0,17117.0,14.59824,15.12257
5.80166,16778.0,17463.0,14.60072,15.1253
5.901849,17113.0,17809.0,14.64121,15.12197
6.001697,17448.0,18156.0,14.64707,15.17189
6.101801,17786.0,18503.0,14.7744,15.16765
6.206691,18124.0,18850.0,14.77395,15.16734
6.301267,18461.0,19194.0,14.82734,15.13532
6.401138,18799.0,19540.0,14.77307,15.12257
6.50132,19135.0,19885.0,14.6883,15.08173
6.601178,19472.0,20231.0,14.73098,15.12439
6.701374,19810.0,20579.0,14.77543,15.21257
6.801253,20149.0,20927.0,14.84378,15.23786
6.901635,20489.0,21277.0,14.80203,15.23769
7.001496,20827.0,21625.0,14.7741,15.21105
7.101705,21166.0,21973.0,14.81885,15.21227
7.201534,21505.0,22322.0,14.81989,15.25705
7.301282,21843.0,22670.0,14.82405,15.26247
7.401571,22183.0,23021.0,14.80955,15.28899
7.501748,22522.0,23371.0,14.82018,15.30092
7.601605,22861.0,23722.0,14.83041,15.35554
7.701374,23199.0,24072.0,14.81246,15.33834
7.801572,23540.0,24425.0,14.85607,15.37886
7.901836,23880.0,24778.0,14.86108,15.42914
8.001673,24219.0,25131.0,14.83531,15.44814
8.101514,24557.0,25482.0,14.83953,15.41012
8.206555,24898.0,25836.0,14.8795,15.4469
8.301269,25239.0,26189.0,14.95307,15.47897
8.401275,25581.0,26543.0,14.92,15.44367
8.501495,25922.0,26896.0,14.9018,15.42621
8.601336,26261.0,27248.0,14.82122,15.38958
8.70137,26601.0,27600.0,14.88667,15.41193
8.801219,26942.0,27954.0,14.90851,15.47687
8.901945,27284.0,28309.0,14.91465,15.48189
9.001675,27626.0,28663.0,14.92045,15.44382
9.101869,27967.0,29017.0,14.90657,15.47501
9.201725,28308.0,29370.0,14.91761,15.44257
9.301917,28650.0,29724.0,14.9358,15.45986
9.401586,28990.0,30078.0,14.88951,15.50245
9.501754,29331.0,30431.0,14.90806,15.43269
9.601703,29673.0,30786.0,14.92045,15.48776
9.701985,30014.0,31141.0,14.90777,15.51966
9.801815,30355.0,31496.0,14.92134,15.53395
9.902072,30696.0,31851.0,14.90479,15.51671
